pid,name,description,num_tracks,num_artists,num_albums,num_followers,collaborative,modified_at,popularity_bucket
393477,party 2,,73,44,63,1,false,1492905600,niche / personal
867839,Work Music,,19,7,13,1,false,1390867200,niche / personal
518515,awesome songs!,,9,9,9,1,false,1476403200,niche / personal
100521,Work It Out,,94,71,84,1,false,1410739200,niche / personal
867052,New,,34,29,30,1,false,1414713600,niche / personal
754778,party playlist,,54,39,46,1,false,1508025600,niche / personal
348140,good music ,,30,25,30,1,false,1509235200,niche / personal
356106,kids,,118,12,29,1,false,1419811200,niche / personal
568319,Discovery,,221,212,220,1,false,1509062400,niche / personal
353390,Top 10,,16,16,16,1,false,1496448000,niche / personal
55964,hasta el amanecer ,,67,28,53,1,false,1465862400,niche / personal
992259,FG,,76,72,75,1,false,1509494400,niche / personal
254590,worship,,77,50,64,1,false,1469577600,niche / personal
37485,🤙🏻,,11,8,9,1,false,1509321600,niche / personal
645421,bridal shower,,45,40,42,2,false,1477526400,niche / personal
502878,Audrey,,44,23,33,1,false,1421539200,niche / personal
29248,mix 1,,21,6,8,1,false,1446595200,niche / personal
611779,waves,,18,9,12,2,false,1483401600,niche / personal
702442,ace,study,86,77,83,1,false,1496188800,niche / personal
504333,christmas,,19,17,17,2,false,1506643200,niche / personal
61631,WARPED TOUR 2017,,108,19,53,1,false,1500595200,niche / personal
740130,born to die,,47,45,47,1,false,1507161600,niche / personal
439428,love,,31,22,24,1,false,1400198400,niche / personal
987774,TSM ,,175,136,165,1,false,1379116800,niche / personal
696721,PARTY,,50,45,47,1,false,1507852800,niche / personal
348525,Dad Jams,,90,64,85,1,false,1488240000,niche / personal
803822,boogie,,21,19,20,1,false,1499731200,niche / personal
573038,Awakening,,12,8,5,1,false,1491782400,niche / personal
158943,Slow,,62,50,55,1,false,1388620800,niche / personal
780578,Christmas,,54,4,7,1,false,1387152000,niche / personal
536216,RUN!,,48,40,45,1,false,1508284800,niche / personal
918847,basic,,50,24,34,3,false,1509408000,niche / personal
621614,Wedding Cocktail Hour,,22,16,19,1,true,1472947200,niche / personal
650977,Bangerz,,95,38,62,1,false,1400544000,niche / personal
823878,savage,,10,8,9,1,false,1508889600,niche / personal
86320,Get Hype,,84,19,35,1,false,1454630400,niche / personal
563279,Life Is Beautiful,,60,26,52,2,false,1499558400,niche / personal
576837,Dance,,8,3,4,1,false,1508803200,niche / personal
235066,sunday,,75,33,23,1,false,1507420800,niche / personal
109951,Mellow Yellow,,103,67,82,2,false,1508976000,niche / personal
628110,stuff,,14,13,14,1,false,1506038400,niche / personal
80561,Turnt UP!!!!,,112,54,81,2,false,1462665600,niche / personal
28313,EDM 2,,32,29,32,1,false,1486166400,niche / personal
347579,Nueva playlist,,160,82,112,1,false,1433980800,niche / personal
751671,The Feels,,94,45,70,1,false,1446508800,niche / personal
679729,good one ,,20,19,20,2,false,1503100800,niche / personal
697338,bangers,,63,27,38,3,false,1498176000,niche / personal
476810,new stuff,,96,81,87,1,false,1509408000,niche / personal
745033,PV,,87,71,82,2,false,1490918400,niche / personal
697639,Autumn Leaves,,26,13,17,1,false,1463616000,niche / personal
473536,the chillest,,31,26,30,1,false,1502668800,niche / personal
536743,Favorite Songs,,28,27,27,1,false,1508976000,niche / personal
787107,2016,,214,145,169,4,false,1478476800,niche / personal
518119,in my feels,,85,42,57,4,false,1501200000,niche / personal
350961,Distance,,31,24,26,6,false,1488758400,niche / personal
126005,Studying,,7,7,7,1,false,1506038400,niche / personal
809710,New country,,75,48,62,1,false,1492128000,niche / personal
747124,Backyard,,51,24,39,3,false,1497052800,niche / personal
59463,chill vibes,,36,25,26,1,false,1498435200,niche / personal
528405,90's,,127,102,114,1,false,1452211200,niche / personal
811475,too good,,65,40,49,2,false,1484179200,niche / personal
770806,YASSS,,112,77,105,2,false,1481760000,niche / personal
484279,Russian,,34,34,34,1,false,1494201600,niche / personal
135123,me,,19,6,11,1,false,1494374400,niche / personal
18237,Christian Favs,,111,23,32,1,false,1505779200,niche / personal
515289,Chill Zone,,43,40,42,1,false,1504051200,niche / personal
177206,party playlist ,,141,84,117,3,false,1470268800,niche / personal
56623,Beyonce,,73,3,7,1,false,1492992000,niche / personal
693440,90s,,135,88,102,1,false,1382486400,niche / personal
765749,Chill,,21,19,19,1,false,1501372800,niche / personal
18252,2008,,111,44,71,1,false,1484956800,niche / personal
451611,pop,,14,12,14,1,false,1487548800,niche / personal
939349,Freestyle,,27,15,22,1,false,1508371200,niche / personal
320375,4U,,186,128,168,2,false,1509408000,niche / personal
430193,be cool,,197,52,72,1,false,1488931200,niche / personal
834395,Throwback Tunes,,130,84,108,1,false,1504137600,niche / personal
951073,mood,Ice Blue Mink,41,25,32,1,false,1509408000,niche / personal
242326,spanish,,33,17,25,1,false,1474588800,niche / personal
97340,My songs!,,95,60,75,1,false,1430352000,niche / personal
225462,mood,,65,35,45,1,false,1500940800,niche / personal
832637, Old,,80,51,69,1,false,1507766400,niche / personal
9904,Music,,25,18,21,1,false,1490054400,niche / personal
816400,Love,,41,41,41,1,false,1448928000,niche / personal
312058,Summer 16 ,,162,133,154,11,false,1473897600,niche / personal
886081,feelin,...,22,18,21,1,false,1509148800,niche / personal
1930,Spring 2012,,30,28,29,2,false,1348790400,niche / personal
920992,Party Hardy,This is the kind of playlist that would make you kick in your dorm wall... Cat...,35,28,34,1,false,1500336000,niche / personal
876861,Vibey,,29,27,29,3,false,1488758400,niche / personal
474756,Dance jams,,76,69,74,2,false,1498780800,niche / personal
865479,INMORTALES,,53,17,32,6,false,1504051200,niche / personal
460432,hippity hop,,79,38,56,3,false,1505088000,niche / personal
494251,Spanish,,144,59,100,1,false,1507161600,niche / personal
402908,maybe,,13,8,9,2,false,1490659200,niche / personal
712760,SM,,5,5,5,2,false,1502841600,niche / personal
809722,love,,22,17,21,1,false,1368662400,niche / personal
153962,EDM 2,,32,27,30,1,false,1475452800,niche / personal
454599,june 17,,48,47,48,1,false,1506124800,niche / personal
634685,Pregame,,21,18,21,1,false,1509235200,niche / personal
39241,Improv,,25,23,25,1,false,1508630400,niche / personal
470324,yee yee,,12,7,10,1,false,1508371200,niche / personal
731534,Soft rock ,,37,16,26,1,false,1408492800,niche / personal
82834,good stuff,,130,118,123,1,false,1509235200,niche / personal
912706,Instrumental,,133,44,65,1,false,1499212800,niche / personal
760079,Feel Good,,84,51,63,1,false,1505260800,niche / personal
549659,Pump Up Jams ,,126,87,116,1858,false,1507939200,popular
98280,Lil Pump,Fire Music,27,13,19,1053,false,1492819200,popular
86757,kids music ,,114,92,104,3117,false,1439078400,popular
432907,Valentines Day,,210,117,177,1781,false,1485475200,popular
647757,Kesha,,40,10,20,1444,false,1321056000,popular
282077,The chainsmokers,,5,5,5,1497,false,1476144000,popular
966507,Happy,,41,33,39,1040,false,1448409600,popular
403431,Taking It Back,,17,5,9,2658,false,1381363200,popular
670157,Cleaning Playlist,what i like to listen to when i&#x27;m cleaning... mostly throwbacks!,76,35,59,1644,false,1497139200,popular
935821,Tercer cielo,,58,4,12,3638,false,1392076800,popular
202369,fall 16,,40,34,36,3182,false,1480464000,popular
468318,REGEATON,,227,69,156,6326,false,1509408000,popular
101121,Workout Playlist ,,26,19,23,11745,false,1456531200,very popular
159077,Rock Hits,,56,54,54,22102,false,1509408000,very popular
383731,FEELS,"Jack's <a href=""http://instagram.com/thatsojack"">INSTAGRAM</a> - Jack's <a href=""http://twitter.com/jackbaran"">TWITTER</a> - Jack's <a href=""http://youtube.com/thatsojack"">YOUTUBE</a>",49,42,45,12604,false,1465862400,very popular
859628,pass the aux,"listen to my new single, <a href=""http://smarturl.it/NC-Again-Sp"">Again</a>, or watch the video <a href=""https://www.youtube.com/watch?v=G_SjnHwxWMU"">here</a>! follow this playlist to check out all of my new favorites tracks each week.",103,71,86,11618,false,1509062400,very popular
